som_cout,som_env_eau,som_env_energie,som_env_co2,som_envoi_tri,som_stockage_ISDI,som_stockage_ISDND,som_stockage_ISDD,som_autre_elimination,som_valo_matiere,som_valo_energetique,som_REP,som_reemploi_site,som_reemploi_hors_site,som_reutilisation_site,som_reutilisation_hors_site
-1363714.324800633,-572610.2258958739,-726447.8663436285,-301.01222150533846,464.5011683979095,903.3703706591955,717.8426248602286,1101.7082356492197,552.5502930943289,512.7233887534289,474.8318768509481,471.75653145665365,0.0,0.0,0.0,0.0
